identifier,title,description,subject,creator
http://arxiv.org/abs/1503.05496,IMP with exceptions over decorated logic,"  In this paper, we facilitate the reasoning about impure programming languages, by annotating terms with `decorations' that describe what computational (side) effect evaluation of a term may involve. In a point-free categorical language,called the `decorated logic', we formalize the mutable state and the exception effects first separately, exploiting anice duality between them, and then combined. The combined decorated logic is used as the target language forthe denotational semantics of the IMP+Exc imperative programming language, and allows us to prove equivalencesbetween programs written in IMP+Exc. The combined logic is encoded in Coq, and this encoding is used to certifysome program equivalence proofs. ",Computer Science - Logic in Computer Science ; ,"Ekici, Burak ; "
http://arxiv.org/abs/1503.05656,Cost-Effective Conceptual Design Using Taxonomies,"  It is known that annotating named entities in unstructured and semi-structured data sets by their concepts improves the effectiveness of answering queries over these data sets. As every enterprise has a limited budget of time or computational resources, it has to annotate a subset of concepts in a given domain whose costs of annotation do not exceed the budget. We call such a subset of concepts a {\it conceptual design} for the annotated data set. We focus on finding a conceptual design that provides the most effective answers to queries over the annotated data set, i.e., a {\it cost-effective conceptual design}. Since, it is often less time-consuming and costly to annotate general concepts than specific concepts, we use information on superclass/subclass relationships between concepts in taxonomies to find a cost-effective conceptual design. We quantify the amount by which a conceptual design with concepts from a taxonomy improves the effectiveness of answering queries over an annotated data set. If the taxonomy is a tree, we prove that the problem is NP-hard and propose an efficient approximation and pseudo-polynomial time algorithms for the problem. We further prove that if the taxonomy is a directed acyclic graph, given some generally accepted hypothesis, it is not possible to find any approximation algorithm with reasonably small approximation ratio for the problem. Our empirical study using real-world data sets, taxonomies, and query workloads shows that our framework effectively quantifies the amount by which a conceptual design improves the effectiveness of answering queries. It also indicates that our algorithms are efficient for a design-time task with pseudo-polynomial algorithm being generally more effective than the approximation algorithm. ",Computer Science - Databases ; ,"Vakilian, Ali ; Chodpathumwan, Yodsawalai ; Termehchy, Arash ; Nayyeri, Amir ; "
http://arxiv.org/abs/1503.06126,Polynomial complexity recognizing a tropical linear variety,  A polynomial complexity algorithm is designed which tests whether a point belongs to a given tropical linear variety. ,Computer Science - Symbolic Computation ; Mathematics - Algebraic Geometry ; 15T05 ; I.1.2 ; ,"Grigoriev, Dima ; "
http://arxiv.org/abs/1503.06483,Construction of FuzzyFind Dictionary using Golay Coding Transformation   for Searching Applications,"  Searching through a large volume of data is very critical for companies, scientists, and searching engines applications due to time complexity and memory complexity. In this paper, a new technique of generating FuzzyFind Dictionary for text mining was introduced. We simply mapped the 23 bits of the English alphabet into a FuzzyFind Dictionary or more than 23 bits by using more FuzzyFind Dictionary, and reflecting the presence or absence of particular letters. This representation preserves closeness of word distortions in terms of closeness of the created binary vectors within Hamming distance of 2 deviations. This paper talks about the Golay Coding Transformation Hash Table and how it can be used on a FuzzyFind Dictionary as a new technology for using in searching through big data. This method is introduced by linear time complexity for generating the dictionary and constant time complexity to access the data and update by new data sets, also updating for new data sets is linear time depends on new data points. This technique is based on searching only for letters of English that each segment has 23 bits, and also we have more than 23-bit and also it could work with more segments as reference table. ",Computer Science - Databases ; Computer Science - Artificial Intelligence ; Computer Science - Data Structures and Algorithms ; Computer Science - Information Retrieval ; Computer Science - Machine Learning ; ,"Kowsari, Kamran ; Yammahi, Maryam ; Bari, Nima ; Vichr, Roman ; Alsaby, Faisal ; Berkovich, Simon Y. ; "
http://arxiv.org/abs/1503.06822,Tree spanners of bounded degree graphs,"  A tree $t$-spanner of a graph $G$ is a spanning tree of $G$ such that the distance between pairs of vertices in the tree is at most $t$ times their distance in $G$. Deciding tree $t$-spanner admissible graphs has been proved to be tractable for $t<3$ and NP-complete for $t>3$, while the complexity status of this problem is unresolved when $t=3$. For every $t>2$ and $b>0$, an efficient dynamic programming algorithm to decide tree $t$-spanner admissibility of graphs with vertex degrees less than $b$ is presented. Only for $t=3$, the algorithm remains efficient, when graphs $G$ with degrees less than $b\log |V(G)|$ are examined. ",Computer Science - Discrete Mathematics ; Computer Science - Data Structures and Algorithms ; ,"Papoutsakis, Ioannis ; "
http://arxiv.org/abs/1503.07759,Large-scale Biological Meta-database Management,"  Up-to-date meta-databases are vital for the analysis of biological data. However,the current exponential increase in biological data leads to exponentially increasing meta-database sizes. Large-scale meta-database management is therefore an important challenge for production platforms providing services for biological data analysis. In particular, there is often a need either to run an analysis with a particular version of a meta-database, or to rerun an analysis with an updated meta-database. We present our GeStore approach for biological meta-database management. It provides efficient storage and runtime generation of specific meta-database versions, and efficient incremental updates for biological data analysis tools. The approach is transparent to the tools, and we provide a framework that makes it easy to integrate GeStore with biological data analysis frameworks. We present the GeStore system, an evaluation of the performance characteristics of the system, and an evaluation of the benefits for a biological data analysis workflow. ","Computer Science - Distributed, Parallel, and Cluster Computing ; Computer Science - Databases ; ","Pedersen, Edvard ; Bongo, Lars Ailo ; "
http://arxiv.org/abs/1503.08370,Global Bandits,"  Multi-armed bandits (MAB) model sequential decision making problems, in which a learner sequentially chooses arms with unknown reward distributions in order to maximize its cumulative reward. Most of the prior work on MAB assumes that the reward distributions of each arm are independent. But in a wide variety of decision problems -- from drug dosage to dynamic pricing -- the expected rewards of different arms are correlated, so that selecting one arm provides information about the expected rewards of other arms as well. We propose and analyze a class of models of such decision problems, which we call {\em global bandits}. In the case in which rewards of all arms are deterministic functions of a single unknown parameter, we construct a greedy policy that achieves {\em bounded regret}, with a bound that depends on the single true parameter of the problem. Hence, this policy selects suboptimal arms only finitely many times with probability one. For this case we also obtain a bound on regret that is {\em independent of the true parameter}; this bound is sub-linear, with an exponent that depends on the informativeness of the arms. We also propose a variant of the greedy policy that achieves $\tilde{\mathcal{O}}(\sqrt{T})$ worst-case and $\mathcal{O}(1)$ parameter dependent regret. Finally, we perform experiments on dynamic pricing and show that the proposed algorithms achieve significant gains with respect to the well-known benchmarks. ",Computer Science - Machine Learning ; ,"Atan, Onur ; Tekin, Cem ; van der Schaar, Mihaela ; "
http://arxiv.org/abs/1503.08381,Towards Easier and Faster Sequence Labeling for Natural Language   Processing: A Search-based Probabilistic Online Learning Framework (SAPO),"  There are two major approaches for sequence labeling. One is the probabilistic gradient-based methods such as conditional random fields (CRF) and neural networks (e.g., RNN), which have high accuracy but drawbacks: slow training, and no support of search-based optimization (which is important in many cases). The other is the search-based learning methods such as structured perceptron and margin infused relaxed algorithm (MIRA), which have fast training but also drawbacks: low accuracy, no probabilistic information, and non-convergence in real-world tasks. We propose a novel and ""easy"" solution, a search-based probabilistic online learning method, to address most of those issues. The method is ""easy"", because the optimization algorithm at the training stage is as simple as the decoding algorithm at the test stage. This method searches the output candidates, derives probabilities, and conducts efficient online learning. We show that this method with fast training and theoretical guarantee of convergence, which is easy to implement, can support search-based optimization and obtain top accuracy. Experiments on well-known tasks show that our method has better accuracy than CRF and BiLSTM\footnote{The SAPO code is released at \url{https://github.com/lancopku/SAPO}.}. ",Computer Science - Machine Learning ; Computer Science - Artificial Intelligence ; ,"Sun, Xu ; Ma, Shuming ; Zhang, Yi ; Ren, Xuancheng ; "
http://arxiv.org/abs/1503.08925,Geometry of Interaction for MALL via Hughes-vanGlabbeek Proof-Nets,"  This paper presents, for the first time, a Geometry of Interaction (GoI) interpretation inspired from Hughes-vanGlabbeek (HvG) proof-nets for multiplicative additive linear logic (MALL). Our GoI dynamically captures HvG's geometric correctness criterion-the toggling cycle condition-in terms of algebraic operators. Our new ingredient is a scalar extension of the *-algebra in Girard's *-ring of partial isometries over a boolean polynomial ring with literals of eigenweights as indeterminates. In order to capture feedback arising from cuts, we construct a finer grained execution formula. The expansion of this execution formula is longer than that for collections of slices for multiplicative GoI, hence it is harder to prove termination. Our GoI gives a dynamical, semantical account of boolean valuations (in particular, pruning sub-proofs), conversion of weights (in particular, alpha-conversion), and additive (co)contraction, peculiar to additive proof-theory. Termination of our execution formula is shown to correspond to HvG's toggling criterion. The slice-wise restriction of our execution formula (by collapsing the boolean structure) yields the well known correspondence, explicit or implicit in previous works on multiplicative GoI, between the convergence of execution formulas and acyclicity of proof-nets. Feedback arising from the execution formula by restricting to the boolean polynomial structure yields autonomous definability of eigenweights among cuts from the rest of the eigenweights. ",Computer Science - Logic in Computer Science ; Mathematics - Logic ; ,"Hamano, Masahiro ; "
http://arxiv.org/abs/1504.00169,Complete Simulation of Automata Networks,"  Consider a finite set $A$ and an integer $n \geq 1$. This paper studies the concept of complete simulation in the context of semigroups of transformations of $A^n$, also known as finite state-homogeneous automata networks. For $m \geq n$, a transformation of $A^m$ is \emph{$n$-complete of size $m$} if it may simulate every transformation of $A^n$ by updating one coordinate (or register) at a time. Using tools from memoryless computation, it is established that there is no $n$-complete transformation of size $n$, but there is such a transformation of size $n+1$. By studying the the time of simulation of various $n$-complete transformations, it is conjectured that the maximal time of simulation of any $n$-complete transformation is at least $2n$. A transformation of $A^m$ is \emph{sequentially $n$-complete of size $m$} if it may sequentially simulate every finite sequence of transformations of $A^n$; in this case, minimal examples and bounds for the size and time of simulation are determined. It is also shown that there is no $n$-complete transformation that updates all the registers in parallel, but that there exists a sequentally $n$-complete transformation that updates all but one register in parallel. This illustrates the strengths and weaknesses of parallel models of computation, such as cellular automata. ",Computer Science - Formal Languages and Automata Theory ; Computer Science - Computational Complexity ; Computer Science - Discrete Mathematics ; Mathematics - Group Theory ; ,"Bridoux, Florian ; Castillo-Ramirez, Alonso ; Gadouleau, Maximilien ; "
http://arxiv.org/abs/1504.00222,On the Exact and Approximate Eigenvalue Distribution for Sum of Wishart   Matrices,"  The sum of Wishart matrices has an important role in multiuser communication employing multiantenna elements, such as multiple-input multiple-output (MIMO) multiple access channel (MAC), MIMO Relay channel, and other multiuser channels where the mathematical model is best described using random matrices. In this paper, the distribution of linear combination of complex Wishart distributed matrices has been studied. We present a new closed form expression for the marginal distribution of the eigenvalues of a weighted sum of K complex central Wishart matrices having covariance matrices proportional to the identity matrix. The expression is general and allows for any set of linear coefficients. As an application example, we have used the marginal distribution expression to obtain the ergodic sum-rate capacity for the MIMO-MAC network, and the cut-set upper bound for the MIMO-Relay case, both as closed form expressions. We also present a very simple expression to approximate the sum of Wishart matrices by one equivalent Wishart matrix. All of our results are validated by means of Monte Carlo simulations. As expected, the agreement between the exact eigenvalue distribution and simulations is perfect, whereas for the approximate solution the difference is indistinguishable. ","Computer Science - Information Theory ; 94A15, 94A17, 15A18, 15B52 ; ","Kumar, S. ; Pivaro, G. F. ; Fraidenraich, G. ; Dias, C. F. ; "
http://arxiv.org/abs/1504.00495,Exploring the complex pattern of information spreading in online blog   communities,"  Information spreading in online social communities has attracted tremendous attention due to its utmost practical values in applications. Despite that several individual-level diffusion data have been investigated, we still lack the detailed understanding of the spreading pattern of information. Here, by comparing information flows and social links in a blog community, we find that the diffusion processes are induced by three different spreading mechanisms: social spreading, self-promotion and broadcast. Although numerous previous studies have employed epidemic spreading models to simulate information diffusion, we observe that such models fail to reproduce the realistic diffusion pattern. In respect to users behaviors, strikingly, we find that most users would stick to one specific diffusion mechanism. Moreover, our observations indicate that the social spreading is not only crucial for the structure of diffusion trees, but also capable of inducing more subsequent individuals to acquire the information. Our findings suggest new directions for modeling of information diffusion in social systems and could inform design of efficient propagation strategies based on users behaviors. ",Physics - Physics and Society ; Computer Science - Social and Information Networks ; ,"Pei, Sen ; Muchnik, Lev ; Tang, Shaoting ; Zheng, Zhiming ; Makse, Hernan A. ; "
http://arxiv.org/abs/1504.01019,On the Total-Power Capacity of Regular-LDPC Codes with Iterative   Message-Passing Decoders,"  Motivated by recently derived fundamental limits on total (transmit + decoding) power for coded communication with VLSI decoders, this paper investigates the scaling behavior of the minimum total power needed to communicate over AWGN channels as the target bit-error-probability tends to zero. We focus on regular-LDPC codes and iterative message-passing decoders. We analyze scaling behavior under two VLSI complexity models of decoding. One model abstracts power consumed in processing elements (""node model""), and another abstracts power consumed in wires which connect the processing elements (""wire model""). We prove that a coding strategy using regular-LDPC codes with Gallager-B decoding achieves order-optimal scaling of total power under the node model. However, we also prove that regular-LDPC codes and iterative message-passing decoders cannot meet existing fundamental limits on total power under the wire model. Further, if the transmit energy-per-bit is bounded, total power grows at a rate that is worse than uncoded transmission. Complementing our theoretical results, we develop detailed physical models of decoding implementations using post-layout circuit simulations. Our theoretical and numerical results show that approaching fundamental limits on total power requires increasing the complexity of both the code design and the corresponding decoding algorithm as communication distance is increased or error-probability is lowered. ",Computer Science - Information Theory ; ,"Ganesan, Karthik ; Grover, Pulkit ; Rabaey, Jan ; Goldsmith, Andrea ; "
http://arxiv.org/abs/1504.01442,The Effect of Recency to Human Mobility,"  In recent years, we have seen scientists attempt to model and explain human dynamics and, in particular, human movement. Many aspects of our complex life are affected by human movements such as disease spread and epidemics modeling, city planning, wireless network development, and disaster relief, to name a few. Given the myriad of applications it is clear that a complete understanding of how people move in space can lead to huge benefits to our society. In most of the recent works, scientists have focused on the idea that people movements are biased towards frequently-visited locations. According to them, human movement is based on an exploration/exploitation dichotomy in which individuals choose new locations (exploration) or return to frequently-visited locations (exploitation). In this work, we focus on the concept of recency. We propose a model in which exploitation in human movement also considers recently-visited locations and not solely frequently-visited locations. We test our hypothesis against different empirical data of human mobility and show that our proposed model is able to better explain the human trajectories in these datasets. ",Physics - Physics and Society ; Computer Science - Social and Information Networks ; ,"Barbosa, Hugo ; Neto, Fernando Buarque de Lima ; Evsukoff, Alexandre ; Menezes, Ronaldo ; "
http://arxiv.org/abs/1504.01708,Reactive Synthesis Without Regret,"  Two-player zero-sum games of infinite duration and their quantitative versions are used in verification to model the interaction between a controller (Eve) and its environment (Adam). The question usually addressed is that of the existence (and computability) of a strategy for Eve that can maximize her payoff against any strategy of Adam. In this work, we are interested in strategies of Eve that minimize her regret, i.e. strategies that minimize the difference between her actual payoff and the payoff she could have achieved if she had known the strategy of Adam in advance. We give algorithms to compute the strategies of Eve that ensure minimal regret against an adversary whose choice of strategy is (i) unrestricted, (ii) limited to positional strategies, or (iii) limited to word strategies. We also establish relations between the latter version and other problems studied in the literature. ",Computer Science - Computer Science and Game Theory ; Computer Science - Formal Languages and Automata Theory ; Computer Science - Logic in Computer Science ; F.1.1 ; ,"Hunter, Paul ; Pérez, Guillermo A. ; Raskin, Jean-François ; "
http://arxiv.org/abs/1504.01709,"Copyless Cost-Register Automata: Structure, Expressiveness, and Closure   Properties","  Cost register automata (CRA) and its subclass, copyless CRA, were recently proposed by Alur et al. as a new model for computing functions over strings. We study some structural properties, expressiveness, and closure properties of copyless CRA. We show that copyless CRA are strictly less expressive than weighted automata and are not closed under reverse operation. To find a better class we impose restrictions on copyless CRA, which ends successfully with a new robust computational model that is closed under reverse and other extensions. ",Computer Science - Formal Languages and Automata Theory ; ,"Mazowiecki, Filip ; Riveros, Cristian ; "
http://arxiv.org/abs/1504.01782,Profit Maximization for Geographical Dispersed Green Data Centers,"  This paper aims at maximizing the profit associated with running geographically dispersed green data centers, which offer multiple classes of service. To this end, we formulate an optimization framework which relies on the accuracy of the G/D/1 queue in characterizing the workload distribution, and taps on the merits of the workload decomposition into green and brown workload served by green and brown energy resources. Moreover, we take into account of not only the Service Level Agreements (SLAs) between the data centers and clients but also different deregulated electricity markets of data centers located at different regions. We prove the convexity of our optimization problem and the performance of the proposed workload distribution strategy is evaluated via simulations. ",Computer Science - Networking and Internet Architecture ; ,"Kiani, Abbas ; Ansari, Nirwan ; "
http://arxiv.org/abs/1504.02141,Detecting Falls with X-Factor Hidden Markov Models,"  Identification of falls while performing normal activities of daily living (ADL) is important to ensure personal safety and well-being. However, falling is a short term activity that occurs infrequently. This poses a challenge to traditional classification algorithms, because there may be very little training data for falls (or none at all). This paper proposes an approach for the identification of falls using a wearable device in the absence of training data for falls but with plentiful data for normal ADL. We propose three `X-Factor' Hidden Markov Model (XHMMs) approaches. The XHMMs model unseen falls using ""inflated"" output covariances (observation models). To estimate the inflated covariances, we propose a novel cross validation method to remove ""outliers"" from the normal ADL that serve as proxies for the unseen falls and allow learning the XHMMs using only normal activities. We tested the proposed XHMM approaches on two activity recognition datasets and show high detection rates for falls in the absence of fall-specific training data. We show that the traditional method of choosing a threshold based on maximum of negative of log-likelihood to identify unseen falls is ill-posed for this problem. We also show that supervised classification methods perform poorly when very limited fall data are available during the training phase. ",Computer Science - Machine Learning ; Computer Science - Artificial Intelligence ; ,"Khan, Shehroz S. ; Karg, Michelle E. ; Kulic, Dana ; Hoey, Jesse ; "
http://arxiv.org/abs/1504.03342,A Survey on Privacy and Security in Online Social Networks,"  Online Social Networks (OSN) are a permanent presence in today's personal and professional lives of a huge segment of the population, with direct consequences to offline activities. Built on a foundation of trust-users connect to other users with common interests or overlapping personal trajectories-online social networks and the associated applications extract an unprecedented volume of personal information. Unsurprisingly, serious privacy and security risks emerged, positioning themselves along two main types of attacks: attacks that exploit the implicit trust embedded in declared social relationships; and attacks that harvest user's personal information for ill-intended use. This article provides an overview of the privacy and security issues that emerged so far in OSNs. We introduce a taxonomy of privacy and security attacks in OSNs, we overview existing solutions to mitigate those attacks, and outline challenges still to overcome. ",Computer Science - Social and Information Networks ; Computer Science - Cryptography and Security ; ,"Kayes, Imrul ; Iamnitchi, Adriana ; "
http://arxiv.org/abs/1504.03856,Sparse multivariate polynomial interpolation in the basis of Schubert   polynomials,"  Schubert polynomials were discovered by A. Lascoux and M. Sch\""utzenberger in the study of cohomology rings of flag manifolds in 1980's. These polynomials generalize Schur polynomials, and form a linear basis of multivariate polynomials. In 2003, Lenart and Sottile introduced skew Schubert polynomials, which generalize skew Schur polynomials, and expand in the Schubert basis with the generalized Littlewood-Richardson coefficients.   In this paper we initiate the study of these two families of polynomials from the perspective of computational complexity theory. We first observe that skew Schubert polynomials, and therefore Schubert polynomials, are in $\CountP$ (when evaluating on non-negative integral inputs) and $\VNP$.   Our main result is a deterministic algorithm that computes the expansion of a polynomial $f$ of degree $d$ in $\Z[x_1, \dots, x_n]$ in the basis of Schubert polynomials, assuming an oracle computing Schubert polynomials. This algorithm runs in time polynomial in $n$, $d$, and the bit size of the expansion. This generalizes, and derandomizes, the sparse interpolation algorithm of symmetric polynomials in the Schur basis by Barvinok and Fomin (Advances in Applied Mathematics, 18(3):271--285). In fact, our interpolation algorithm is general enough to accommodate any linear basis satisfying certain natural properties.   Applications of the above results include a new algorithm that computes the generalized Littlewood-Richardson coefficients. ",Computer Science - Computational Complexity ; Computer Science - Data Structures and Algorithms ; Mathematics - Combinatorics ; ,"Mukhopadhyay, Priyanka ; Qiao, Youming ; "
http://arxiv.org/abs/1504.03872,Extended Formulations for Independence Polytopes of Regular Matroids,"  We show that the independence polytope of every regular matroid has an extended formulation of size quadratic in the size of its ground set. This generalizes a similar statement for (co-)graphic matroids, which is a simple consequence of Martin's extended formulation for the spanning-tree polytope. In our construction, we make use of Seymour's decomposition theorem for regular matroids. As a consequence, the extended formulations can be computed in polynomial time. ",Computer Science - Discrete Mathematics ; Mathematics - Combinatorics ; 52Bxx ; ,"Kaibel, Volker ; Lee, Jon ; Walter, Matthias ; Weltge, Stefan ; "
http://arxiv.org/abs/1504.03957,Optimal Hierarchical Radio Resource Management for HetNets with Flexible   Backhaul,"  Providing backhaul connectivity for macro and pico base stations (BSs) constitutes a significant share of infrastructure costs in future heterogeneous networks (HetNets). To address this issue, the emerging idea of flexible backhaul is proposed. Under this architecture, not all the pico BSs are connected to the backhaul, resulting in a significant reduction in the infrastructure costs. In this regard, pico BSs without backhaul connectivity need to communicate with their nearby BSs in order to have indirect accessibility to the backhaul. This makes the radio resource management (RRM) in such networks more complex and challenging. In this paper, we address the problem of cross-layer RRM in HetNets with flexible backhaul. We formulate this problem as a two-timescale non-convex stochastic optimization which jointly optimizes flow control, routing, interference mitigation and link scheduling in order to maximize a generic network utility. By exploiting a hidden convexity of this non-convex problem, we propose an iterative algorithm which converges to the global optimal solution. The proposed algorithm benefits from low complexity and low signalling, which makes it scalable. Moreover, due to the proposed two-timescale design, it is robust to the backhaul signalling latency as well. Simulation results demonstrate the significant performance gain of the proposed solution over various baselines. ",Computer Science - Information Theory ; ,"Omidvar, Naeimeh ; Liu, An ; Lau, Vincent ; Zhang, Fan ; Tsang, Danny H. K. ; Pakravan, Mohammad Reza ; "
http://arxiv.org/abs/1504.04073,The Parametric Closure Problem,"  We define the parametric closure problem, in which the input is a partially ordered set whose elements have linearly varying weights and the goal is to compute the sequence of minimum-weight lower sets of the partial order as the weights vary. We give polynomial time solutions to many important special cases of this problem including semiorders, reachability orders of bounded-treewidth graphs, partial orders of bounded width, and series-parallel partial orders. Our result for series-parallel orders provides a significant generalization of a previous result of Carlson and Eppstein on bicriterion subtree problems. ",Computer Science - Data Structures and Algorithms ; F.2.2 ; ,"Eppstein, David ; "
http://arxiv.org/abs/1504.04217,Quantum and classical coin-flipping protocols based on bit-commitment   and their point games,"  We focus on a family of quantum coin-flipping protocols based on bit-commitment. We discuss how the semidefinite programming formulations of cheating strategies can be reduced to optimizing a linear combination of fidelity functions over a polytope. These turn out to be much simpler semidefinite programs which can be modelled using second-order cone programming problems. We then use these simplifications to construct their point games as developed by Kitaev. We also study the classical version of these protocols and use linear optimization to formulate optimal cheating strategies. We then construct the point games for the classical protocols as well using the analysis for the quantum case.   We discuss the philosophical connections between the classical and quantum protocols and their point games as viewed from optimization theory. In particular, we observe an analogy between a spectrum of physical theories (from classical to quantum) and a spectrum of convex optimization problems (from linear programming to semidefinite programming, through second-order cone programming). In this analogy, classical systems correspond to linear programming problems and the level of quantum features in the system is correlated to the level of sophistication of the semidefinite programming models on the optimization side.   Concerning security analysis, we use the classical point games to prove that every classical protocol of this type allows exactly one of the parties to entirely determine the coin-flip. Using the relationships between the quantum and classical protocols, we show that only ""classical"" protocols can saturate Kitaev's lower bound for strong coin-flipping. Moreover, if the product of Alice and Bob's optimal cheating probabilities is 1/2, then one party can cheat with probability 1. This rules out quantum protocols of this type from attaining the optimal level of security. ",Quantum Physics ; Computer Science - Cryptography and Security ; Mathematics - Optimization and Control ; ,"Nayak, Ashwin ; Sikora, Jamie ; Tunçel, Levent ; "
http://arxiv.org/abs/1504.04867,Information Hiding as a Challenge for Malware Detection,  Information hiding techniques are increasingly utilized by the current malware to hide its existence and communication attempts. In this paper we highlight this new trend by reviewing the most notable examples of malicious software that shows this capability. ,Computer Science - Cryptography and Security ; ,"Mazurczyk, Wojciech ; Caviglione, Luca ; "
http://arxiv.org/abs/1504.04869,Equitable total coloring of corona of cubic graphs,"  The minimum number of total independent partition sets of $V \cup E$ of a graph $G=(V,E)$ is called the \emph{total chromatic number} of $G$, denoted by $\chi''(G)$. If the difference between cardinalities of any two total independent sets is at most one, then the minimum number of total independent partition sets of $V \cup E$ is called the \emph{equitable total chromatic number}, and is denoted by $\chi''_=(G)$.   In this paper we consider equitable total coloring of coronas of cubic graphs, $G \circ H$. It turns out that, independly on the values of equitable total chromatic number of factors $G$ and $H$, equitable total chromatic number of corona $G \circ H$ is equal to $\Delta(G \circ H) +1$. Thereby, we confirm Total Coloring Conjecture (TCC), posed by Behzad in 1964, and Equitable Total Coloring Conjecture (ETCC), posed by Wang in 2002, for coronas of cubic graphs. As a direct consequence we get that all coronas of cubic graphs are of Type 1. ","Computer Science - Discrete Mathematics ; Mathematics - Combinatorics ; 05C15, 05C76 ; ","Furmańczyk, Hanna ; Zuazua, Rita ; "
http://arxiv.org/abs/1504.05895,Semantic Enrichment of Mobile Phone Data Records Using Background   Knowledge,"  Every day, billions of mobile network events (i.e. CDRs) are generated by cellular phone operator companies. Latent in this data are inspiring insights about human actions and behaviors, the discovery of which is important because context-aware applications and services hold the key to user-driven, intelligent services, which can enhance our everyday lives such as social and economic development, urban planning, and health prevention. The major challenge in this area is that interpreting such a big stream of data requires a deep understanding of mobile network events' context through available background knowledge. This article addresses the issues in context awareness given heterogeneous and uncertain data of mobile network events missing reliable information on the context of this activity. The contribution of this research is a model from a combination of logical and statistical reasoning standpoints for enabling human activity inference in qualitative terms from open geographical data that aimed at improving the quality of human behaviors recognition tasks from CDRs. We use open geographical data, Openstreetmap (OSM), as a proxy for predicting the content of human activity in the area. The user study performed in Trento shows that predicted human activities (top level) match the survey data with around 93% overall accuracy. The extensive validation for predicting a more specific economic type of human activity performed in Barcelona, by employing credit card transaction data. The analysis identifies that appropriately normalized data on points of interest (POI) is a good proxy for predicting human economical activities, with 84% accuracy on average. So the model is proven to be efficient for predicting the context of human activity, when its total level could be efficiently observed from cell phone data records, missing contextual information however. ",Computer Science - Artificial Intelligence ; Computer Science - Information Theory ; 68 ; H.1.2 ; H.2.8 ; H.3.3 ; I.2.3 ; I.2.4 ; G.3 ; ,"Dashdorj, Zolzaya ; Sobolevsky, Stanislav ; Serafini, Luciano ; Antonelli, Fabrizio ; Ratti, Carlo ; "
http://arxiv.org/abs/1504.06043,Stability of Stochastic Approximations with `Controlled Markov' Noise   and Temporal Difference Learning,"  We are interested in understanding stability (almost sure boundedness) of stochastic approximation algorithms (SAs) driven by a `controlled Markov' process. Analyzing this class of algorithms is important, since many reinforcement learning (RL) algorithms can be cast as SAs driven by a `controlled Markov' process. In this paper, we present easily verifiable sufficient conditions for stability and convergence of SAs driven by a `controlled Markov' process. Many RL applications involve continuous state spaces. While our analysis readily ensures stability for such continuous state applications, traditional analyses do not. As compared to literature, our analysis presents a two-fold generalization (a) the Markov process may evolve in a continuous state space and (b) the process need not be ergodic under any given stationary policy. Temporal difference learning (TD) is an important policy evaluation method in reinforcement learning. The theory developed herein, is used to analyze generalized $TD(0)$, an important variant of TD. Our theory is also used to analyze a TD formulation of supervised learning for forecasting problems. ","Computer Science - Systems and Control ; Statistics - Machine Learning ; 62L20, 93E03, 93E35, 34A60 ; ","Ramaswamy, Arunselvan ; Bhatnagar, Shalabh ; "
http://arxiv.org/abs/1504.06234,Acyclic chromatic index of triangle-free 1-planar graphs,"  An acyclic edge coloring of a graph $G$ is a proper edge coloring such that every cycle is colored with at least three colors. The acyclic chromatic index $\chiup_{a}'(G)$ of a graph $G$ is the least number of colors in an acyclic edge coloring of $G$. It was conjectured that $\chiup'_{a}(G)\leq \Delta(G) + 2$ for any simple graph $G$ with maximum degree $\Delta(G)$. A graph is {\em $1$-planar} if it can be drawn on the plane such that every edge is crossed by at most one other edge. In this paper, we prove that every triangle-free $1$-planar graph $G$ has an acyclic edge coloring with $\Delta(G) + 16$ colors. ",Mathematics - Combinatorics ; Computer Science - Discrete Mathematics ; 05C15 ; ,"Chen, Jijuan ; Wang, Tao ; Zhang, Huiqin ; "
http://arxiv.org/abs/1504.06320,The Fallacy of Favoring Gradual Replacement Mind Uploading Over   Scan-and-Copy,  Mind uploading speculation and debate often concludes that a procedure described as gradual in-place replacement preserves personal identity while a procedure described as destructive scan-and-copy produces some other identity in the target substrate such that personal identity is lost along with the biological brain. This paper demonstrates a chain of reasoning that establishes metaphysical equivalence between these two methods in terms of preserving personal identity. ,Computer Science - Other Computer Science ; I.2.0 ; ,"Wiley, Keith B. ; Koene, Randal A. ; "
